x,y,label,sublabel,set
0.24764296154650203,0.1860396586765262,3,6,0
0.23258802671304873,0.22412677256386018,3,6,0
0.237146224317726,0.19970458438648603,3,6,0
0.26171333689729875,0.1813813245619479,3,6,0
0.24272118114628552,0.19102934925733886,3,7,0
0.3012462980128771,0.19621173855303428,3,8,0
0.28292653016310937,0.16864782910649892,3,8,0
0.28796534933155293,0.18066527367299956,3,8,0
0.3013464630200723,0.1852916696128451,3,8,0
0.30232433266164244,0.16621045502473475,3,8,0
0.32146080913063496,0.16907610993544886,3,9,0
0.27541155142962304,0.1525883968775088,3,10,0
0.31508791762976013,0.12888930356531467,3,10,0
0.2869889640113776,0.17513398062476335,3,11,0
0.30553627086166013,0.23591762368720723,3,12,0
0.3380836183889296,0.26020836746099324,3,12,0
0.33811754637116903,0.28574751974701046,3,13,0
0.31852943818110374,0.2515930306363765,3,13,0
0.30239021565601326,0.26434067125179667,3,13,0
0.29398285158331106,0.27968386759825453,3,13,0
0.3077553111702316,0.2777125309335729,3,13,0
0.31297179573127104,0.2688704167986912,3,13,0
0.285939623785471,0.2583252329101341,3,13,0
0.5433443795287293,0.7004189945878335,4,1,0
0.4978001292966077,0.6579611614233015,4,2,0
0.44972723236902296,0.6614801859881034,4,3,0
0.44824538498719774,0.6979284239842145,4,3,0
0.44969007329736954,0.6485551883664672,4,3,0
0.456830228649006,0.6694178416952392,4,3,0
0.4376993438856975,0.6815986678240403,4,3,0
0.4506549916805289,0.6870766850179607,4,3,0
0.4563093129018052,0.6862665034255531,4,3,0
0.46169415884466797,0.6797557119583884,4,3,0
0.47845248925633355,0.6844664363355818,4,3,0
0.48386010958996006,0.6951444766667061,4,3,0
0.44465528897527745,0.682375911113803,4,3,0
0.4693059394968132,0.6699006754524025,4,3,0
0.4741334356617399,0.6940839061728172,4,3,0
0.4590848771297542,0.6664822929713391,4,3,0
0.4534758149851297,0.6905194682508082,4,3,0
0.42225215781341263,0.6774743051967529,4,4,0
0.41312434601752274,0.689557254285541,4,4,0
0.41514487682112006,0.6322230058419451,4,4,0
0.40655490544760514,0.6553912947133507,4,4,0
0.4285897990666196,0.618529638881934,4,4,0
0.40372248113171344,0.6701494990949602,4,5,0
0.3953135521202858,0.6870835824787054,4,5,0
0.41173536628610735,0.700095441558249,4,5,0
0.38543773632398226,0.6827252995425253,4,5,0
0.3968975442677643,0.710332614755909,4,5,0
0.41077734159544105,0.7105877558245896,4,5,0
0.39777609882793347,0.6868965547437605,4,5,0
0.3653535434784417,0.7006637377254583,4,6,0
0.3776374654948676,0.6677305336516838,4,6,0
0.38509458425476856,0.6825566997447428,4,6,0
0.384979775858112,0.656679002884852,4,6,0
0.38807585649353143,0.6687588265207473,4,6,0
0.36121865702381806,0.6276099835607218,4,7,0
0.3856972709179976,0.6344927916583295,4,7,0
0.3824492369966597,0.6433176707792373,4,7,0
0.3554210724543747,0.5680909019271828,4,8,0
0.34118805131501906,0.5980667946627497,4,8,0
0.3546030910671185,0.5769730117910927,4,8,0
0.3312148186965334,0.5776788334890527,4,8,0
0.3190395066339429,0.5832532165461051,4,8,0
0.2818563967812465,0.5286315709686071,4,9,0
0.30702968804720804,0.5438303743175796,4,9,0
0.2974971538706784,0.5398203250888816,4,9,0
0.28418469316410894,0.5352226739631722,4,9,0
0.3527225015790359,0.5519925805324033,4,10,0
0.3122375029452778,0.5405462763083099,4,10,0
0.3358051691034761,0.5750533031308414,4,10,0
0.3348609101976106,0.5454982364298655,4,10,0
0.3214838856079659,0.5450532904461106,4,10,0
0.3536905082796898,0.5439860029057482,4,10,0
0.32109848703669275,0.5646768908793252,4,10,0
0.3321484732317949,0.5571847407650531,4,10,0
0.35230316996880123,0.5825527193672975,4,10,0
0.32229923141069305,0.5490452044956651,4,10,0
0.32074751803148566,0.5635442822149676,4,10,0
0.32108274756206245,0.5536365149733726,4,10,0
0.33100571457662026,0.5691910300475088,4,10,0
0.3089057100248626,0.5208414218198717,4,10,0
0.3180969214903373,0.5518155230189609,4,10,0
0.32245953686187073,0.5629359945017115,4,10,0
0.3040354321573055,0.5726977465261214,4,10,0
0.33065665339166816,0.5869807119392024,4,10,0
0.34057068080953673,0.5514239023496124,4,10,0
0.32260056168835266,0.5631156704155665,4,10,0
0.35307014872311804,0.5537829438508821,4,10,0
0.35317546750645656,0.5576252753202313,4,10,0
0.3102500469703558,0.5783352746658491,4,11,0
0.32765159449037196,0.6234609448084002,4,11,0
0.3255343240329151,0.5929979681947042,4,11,0
0.23703745521762912,0.4657282893463707,5,1,0
0.2320401703855491,0.5206764745875826,5,2,0
0.239006186669996,0.5142559558581995,5,2,0
0.20930753444497602,0.47787496243424876,5,3,0
0.21766276254759542,0.46371528806901857,5,4,0
0.20138288265175924,0.4848251678595116,5,4,0
0.19214168319666652,0.5023557542305812,5,4,0
0.18502939087435782,0.4871011472420204,5,4,0
0.19594264298094177,0.4547997439743047,5,4,0
0.15787349607988657,0.5392817423996299,5,5,0
0.14204025699869388,0.5230918980818544,5,5,0
0.1337792415920896,0.5232440083069662,5,5,0
0.1403628280433579,0.5230688356971004,5,5,0
0.15116298472071651,0.5194617960830865,5,5,0
0.15615754474050694,0.5314358498139086,5,5,0
0.13115016656391032,0.5139436487027367,5,5,0
0.05143952848480903,0.5208632597778879,5,6,0
0.08500757862366987,0.5027885196770634,5,6,0
0.08796376225988668,0.4902493742585337,5,6,0
0.1048206697164932,0.48510847986529754,5,6,0
0.08721487989468914,0.5087708965767289,5,7,0
0.06255428031465866,0.5035751501269351,5,7,0
0.10710211528158939,0.45926701130498304,5,8,0
0.08775272835513118,0.4333668054206849,5,8,0
0.07578577242151222,0.4601031005870413,5,8,0
0.08960206143790038,0.42104057724772953,5,8,0
0.05845466319069853,0.4584378423280333,5,8,0
0.0482695850644369,0.46647185507674327,5,9,0
0.027071933341794533,0.4515232126780425,5,9,0
0.06351199244211504,0.42972373713175666,5,9,0
0.05442022650343906,0.45181635355817373,5,9,0
0.04362823707120708,0.44085327239537175,5,9,0
0.0360435868916334,0.4752775475555253,5,10,0
0.015486272569685147,0.3805050366865028,5,11,0
0.033809736093991585,0.390150060067274,5,11,0
0.00888688155056635,0.3730345127836919,5,11,0
0.031372073274328185,0.4062366885790045,5,11,0
0.030046513031508536,0.3689722932865332,5,11,0
0.013170169976942533,0.4034089375749884,5,11,0
0.023142885855453446,0.40639351610824775,5,11,0
0.03248932901797632,0.4017909715388292,5,11,0
0.019287122980547963,0.37908011608102155,5,11,0
0.010027254630097656,0.3903095289176499,5,11,0
0.0868760488683097,0.39163924018046703,5,12,0
0.08164723904496632,0.41365072684939536,5,12,0
0.11242093721243444,0.41608151703085505,5,12,0
0.11959372978552088,0.3670136181873766,5,13,0
0.10868817964091758,0.3632599180400846,5,13,0
0.13218995786442508,0.3903126971177309,5,13,0
0.11228414067677395,0.3921360215035069,5,13,0
0.15400132321799428,0.3738895151887554,5,13,0
0.12147640054775488,0.3428994516045401,5,13,0
0.1259952017305244,0.4355646321890329,5,14,0
0.46997729391074106,0.17899226747808658,6,1,0
0.47771248828250834,0.18002032505834858,6,1,0
0.46569451685335866,0.1882198846345633,6,1,0
0.49031484718377527,0.20849987091113523,6,2,0
0.5189226240552088,0.22845220107975292,6,2,0
0.495884635196472,0.20745524277362348,6,2,0
0.5148612783126122,0.24785324029236588,6,2,0
0.4952578417392636,0.2273818235373211,6,2,0
0.488338405946313,0.244774594208529,6,3,0
0.48498974473859746,0.25375240855654146,6,4,0
0.49434856614241107,0.2723401673615377,6,4,0
0.50412383645141,0.2720757139141767,6,4,0
0.5108388415115478,0.2627829319428849,6,4,0
0.5031069248554286,0.2486211636360292,6,4,0
0.48095876810731236,0.2902410785076437,6,4,0
0.4526968807835485,0.3270332664130869,6,5,0
0.3988377523316956,0.2929903107765208,6,5,0
0.42564315699694033,0.294153068623952,6,5,0
0.4581898197192583,0.30706589501304415,6,5,0
0.4651001763507488,0.29425552933074256,6,5,0
0.4412979271919876,0.31875869904522447,6,5,0
0.48400385413426633,0.31982304632565406,6,5,0
0.4538219084820205,0.3383750865510506,6,6,0
0.43882745031194714,0.3480693944614718,6,6,0
0.3941261748016764,0.30905303981454596,6,6,0
0.4280112510426545,0.32013549201452923,6,6,0
0.43530227776448743,0.30721596589755795,6,6,0
0.4396767890313413,0.3362948455853787,6,6,0
0.4482029648286415,0.34391847898543176,6,6,0
0.47040750268284615,0.31391544298446983,6,6,0
0.4030204952368808,0.35624813707083675,6,7,0
0.4166418123763471,0.3901843299544005,6,7,0
0.42169921024414697,0.3831009199685757,6,7,0
0.41063215602785624,0.3623995982881101,6,7,0
0.43307184639635177,0.36256222234364593,6,7,0
0.4410266676527717,0.3417079564378814,6,7,0
0.4279397894669783,0.32450763938445765,6,7,0
0.4225964311055502,0.3805648955530658,6,7,0
0.9846261668948542,0.8304513936301207,0,0,-1
0.7283007436434016,0.6119039736306746,0,0,-1
0.09541386731861967,0.9630194480406753,0,0,-1
0.07091572572773086,0.018880672267808873,0,0,-1
0.8334903027434923,0.4795083783850529,0,0,-1
0.2016004344286142,0.0708503129825997,0,0,-1
0.4468656522733915,0.6787404721117781,0,0,-1
0.8351348190372372,0.6443914240856325,0,0,-1
0.5400210369518688,0.13387186400580497,0,0,-1
0.04192810958094528,0.8913490055157424,0,0,-1
0.7796708480064994,0.3114761545651906,0,0,-1
0.6431388730971163,0.6535234496898522,0,0,-1
0.6533844619343172,0.7130952864731561,0,0,-1
0.12981131594483597,0.9084727190384171,0,0,-1
0.10734736199845196,0.0735443329295754,0,0,-1
0.6701864868015556,0.04997195921291598,0,0,-1
0.4455740212918673,0.1097923599428895,0,0,-1
0.21300953826130586,0.5123730796255905,0,0,-1
0.9275910703066154,0.5037424160230314,0,0,-1
0.9868941001606779,0.6729458416437478,0,0,-1
0.6655974790521444,0.20955906404153568,0,0,-1
0.8036984621683742,0.8633929761307289,0,0,-1
0.5313154055642685,0.9021052918642843,0,0,-1
0.7697337974346904,0.5658710166807218,0,0,-1
0.11859694665168286,0.4395237490578646,0,0,-1
0.27860600659969703,0.1975226057145093,0,0,-1
0.6526892777798057,0.8840409080669454,0,0,-1
0.5048096749954366,0.8647929839728116,0,0,-1
0.8077234851738837,0.9495963714914799,0,0,-1
0.3976480835401326,0.023952641592852264,0,0,-1
0.24711267293915296,0.9320394622974248,0,0,-1
0.2098200820523226,0.31007808614438614,0,0,-1
0.8854189407808283,0.4074998148204094,0,0,-1
0.8227736601729279,0.1453295385853185,0,0,-1
0.5823105981758064,0.45904956923451434,0,0,-1
0.28317335841978164,0.19796359887909398,0,0,-1
0.4160854703773166,0.9966934959406527,0,0,-1
0.5592892674520217,0.4227899058324729,0,0,-1
0.33424596162495845,0.6629957269308951,0,0,-1
0.5130447419605669,0.23587990746152698,0,0,-1
0.31444538128678656,0.49421319523337004,0,0,-1
0.1864494917009899,0.27385944336635504,0,0,-1
0.7384673641757614,0.7160948915206253,0,0,-1
0.9114582203253833,0.20128694810297276,0,0,-1
0.278636531126368,0.6263226732117038,0,0,-1
0.16368642994581606,0.11807312567218387,0,0,-1
0.36086247819919737,0.9636292163094106,0,0,-1
0.0387016928932169,0.47009930339183603,0,0,-1
0.7947750027677398,0.21492809927456724,0,0,-1
0.013712588332540075,0.052400514129850806,0,0,-1
0.9465629513831321,0.013285725378954893,0,0,-1
0.06762623446171022,0.8241784269344161,0,0,-1
0.5366190432934013,0.8806481879221625,0,0,-1
0.6388741127901827,0.6944716206015892,0,0,-1
0.6336725103438642,0.9451670666343482,0,0,-1
0.29362363380632217,0.5925571112914451,0,0,-1
0.8971595401229098,0.11899706785238962,0,0,-1
0.9241993503985102,0.2008173072902817,0,0,-1
0.06918831357584121,0.3637086025548062,0,0,-1
0.24486863843915396,0.8599887399076664,0,0,-1
0.871782898239843,0.2733019457884627,0,0,-1
0.2543757770917311,0.27184922666311206,0,0,-1
0.43279716461780426,0.6056402948677686,0,0,-1
0.36397688267285244,0.3953689047271368,0,0,-1
0.05544846486674726,0.4054383897801056,0,0,-1
0.9415165703642812,0.5047843370012653,0,0,-1
0.8103681360389386,0.7184120208437004,0,0,-1
0.9562912328380399,0.10384458158448129,0,0,-1
0.12915600349502065,0.0012757239280164479,0,0,-1
0.8716303460518363,0.2734901409474717,0,0,-1
0.25196696681142483,0.621440313549784,0,0,-1
0.5247683091025298,0.2883040724097191,0,0,-1
0.5711015256040024,0.9874174871918214,0,0,-1
0.21879469333136792,0.2720217877526533,0,0,-1
0.8452026092130597,0.45499123433745003,0,0,-1
0.3674650629424403,0.2894801956698424,0,0,-1
0.5575064104497462,0.1061011599940932,0,0,-1
0.011166708453893115,0.20946595793429246,0,0,-1
0.6407417019905797,0.7849722794628263,0,0,-1
0.6150203196908699,0.01624098390550277,0,0,-1
0.5119854102741573,0.9805548602892379,0,0,-1
0.6211193974906634,0.3762205534453641,0,0,-1
0.9368807166375815,0.7036002112445924,0,0,-1
0.6628945362245472,0.3154528200860687,0,0,-1
0.6462376251836883,0.7970677059694241,0,0,-1
0.7196472401555011,0.024736887143371522,0,0,-1
0.15935421394031635,0.673115406588568,0,0,-1
0.627841667345029,0.11558259207249477,0,0,-1
0.18784823075687218,0.9777274308684831,0,0,-1
0.1657599024208398,0.263643417114123,0,0,-1
0.5375057308268345,0.7891035791551976,0,0,-1
0.5518071434164256,0.39856729047037676,0,0,-1
0.32285269500341995,0.0997496324211743,0,0,-1
0.34004864932599477,0.23285147229613856,0,0,-1
0.6521783150790905,0.5789587713764321,0,0,-1
0.6347440463604843,0.7426775763743136,0,0,-1
0.8281153019088862,0.5600683723872321,0,0,-1
0.33025822652310033,0.79719246192069,0,0,-1
0.09029089478368901,0.04421495699732503,0,0,-1
0.31567521378957686,0.8394751724714848,0,0,-1
0.4277414102164403,0.7990972660600787,0,0,-1
0.23319429734776354,0.6987401745202195,0,0,-1
0.9163089067998115,0.7683684542954353,0,0,-1
0.7789165791884468,0.25368157281120474,0,0,-1
0.5407070204866629,0.9512605817227352,0,0,-1
0.2914171666951372,0.331334798988687,0,0,-1
0.22441720646064256,0.3201373344970425,0,0,-1
0.19891059108428621,0.16619751468865152,0,0,-1
0.7561421974032069,0.7765741047818254,0,0,-1
0.3568518475237472,0.8653950325305342,0,0,-1
0.4942810873296274,0.3554581639929226,0,0,-1
0.9210824859040462,0.6337620705774933,0,0,-1
0.4549358012536474,0.40862023158415584,0,0,-1
0.18953105648777224,0.5620671953341304,0,0,-1
0.762677856451092,0.5308084771664707,0,0,-1
0.4009436141092172,0.06616140299091933,0,0,-1
0.8481622988356765,0.27765873398022967,0,0,-1
0.5055465461468276,0.6013751155396744,0,0,-1
0.2671949715222065,0.4843173724084727,0,0,-1
0.8360000207707077,0.7425713762449457,0,0,-1
0.5404027574806953,0.7477288742551598,0,0,-1
0.48020815636162906,0.5568469588160265,0,0,-1
0.8015783369099431,0.5761599395270413,0,0,-1
0.854632034153637,0.5693888526602267,0,0,-1
0.49340061038422844,0.7618764036874065,0,0,-1
0.7648188944044769,0.7908717238623816,0,0,-1
0.868504454530921,0.10148822909934152,0,0,-1
0.41284010195633414,0.23582937109820745,0,0,-1
0.3489637371074772,0.5431622223396299,0,0,-1
0.4372623820383006,0.03760183086536273,0,0,-1
0.508738993383239,0.13660328161397628,0,0,-1
0.6655643562661665,0.38217960697674147,0,0,-1
0.30610004038461613,0.15169857557754218,0,0,-1
0.36118406347110676,0.8065127336332811,0,0,-1
0.401706680257229,0.3914052537436914,0,0,-1
0.15980795736393216,0.9963445043725898,0,0,-1
0.7050902389829443,0.21817127591506125,0,0,-1
0.8592489502583847,0.18089939886002226,0,0,-1
0.3841077356922503,0.10977196240412446,0,0,-1
0.20238636907552487,0.2153912000898891,0,0,-1
0.8213979847042201,0.8605782386520446,0,0,-1
0.8280949077538409,0.7517796298553455,0,0,-1
0.5706041384858933,0.3271939032340865,0,0,-1
0.47241093296511216,0.7523215147860647,0,0,-1
0.2565149783743128,0.6283014551886603,0,0,-1
0.24674554511947666,0.13744160095773894,0,0,-1
0.2074480689801158,0.09739804640306693,0,0,-1
0.48926857810714963,0.37890288875239586,0,0,-1
0.2612039694375424,0.04536497743892043,0,0,-1
0.8658130904285317,0.569343918718263,0,0,-1
0.9216489329878489,0.49177800451751885,0,0,-1
0.6547011605063319,0.3634992434507557,0,0,-1
0.02940991753084321,0.6516993827691968,0,0,-1
0.3690264324615312,0.019934090130392046,0,0,-1
0.9892344085004235,0.1532317435157965,0,0,-1
0.5441635582719986,0.04940713872100955,0,0,-1
0.6838947591822558,0.31966150375540814,0,0,-1
0.32303480798779116,0.9154563917923719,0,0,-1
0.5103568024148325,0.43574433023147474,0,0,-1
0.9779484050454088,0.8002444114844716,0,0,-1
0.05606876533518945,0.2315920595092189,0,0,-1
0.9427763705796216,0.2903422819815833,0,0,-1
0.7660703872446263,0.9896380108652792,0,0,-1
0.35189336407238325,0.4513695739095903,0,0,-1
0.365548720809336,0.388018189700274,0,0,-1
0.7104125106923893,0.7644724626902346,0,0,-1
0.32006055710743064,0.9285646393503223,0,0,-1
0.16783303036575792,0.525920954897483,0,0,-1
0.3110444464883295,0.6755295063166941,0,0,-1
0.870046129601185,0.40041767662340544,0,0,-1
0.9861776514697894,0.0207959690765287,0,0,-1
0.659010481951654,0.07666640317560935,0,0,-1
0.05360517905942763,0.8166150152243564,0,0,-1
0.6604242068422382,0.8088721871681888,0,0,-1
0.2097692674874796,0.8488598408637636,0,0,-1
0.028436908982476083,0.05515578098260132,0,0,-1
0.22163334450476502,0.9961598509322331,0,0,-1
0.3956813111065183,0.7020979464919381,0,0,-1
0.37308790783143886,0.04565633197217778,0,0,-1
0.5720882186034995,0.3925061204845798,0,0,-1
0.23027070037951514,0.03400724827701407,0,0,-1
0.5518940449041716,0.8750928880165496,0,0,-1
0.6873064797712599,0.6603273267441921,0,0,-1
0.40031833139039585,0.23478108960299204,0,0,-1
0.7724032267749833,0.5881977341124993,0,0,-1
0.42620414117621097,0.12067084873452816,0,0,-1
0.28640506127165577,0.855901323306561,0,0,-1
0.42979093186773765,0.8758866745664482,0,0,-1
0.23121846025932358,0.0695932900528482,0,0,-1
0.136317653036775,0.4470412130783541,0,0,-1
0.8847935967228632,0.6977390663962342,0,0,-1
0.42497473490686455,0.6790972293474723,0,0,-1
0.7960615577898771,0.0745121865754278,0,0,-1
0.23019993338104905,0.520457157678802,0,0,-1
0.27614344593592866,0.23277277276652042,0,0,-1
0.8325261303844177,0.7905924909756429,0,0,-1
0.8263060776736504,0.25920365640667864,0,0,-1
0.5507215362533556,0.5912885977343612,0,0,-1
0.5190084926054125,0.9615670959584613,0,0,-1
0.727690948192619,0.06435399626256688,0,0,-1
0.2628990757768569,0.302578724636958,0,0,-1
0.5178877090494166,0.7593948584221982,0,0,-1
0.3735769183257027,0.6279100148925284,0,0,-1
0.9383253670931155,0.1991668794560313,0,0,-1
0.3089047607038743,0.18663951038655946,0,0,-1
0.4923052480164183,0.9187722844821297,0,0,-1
0.6690945830177644,0.9313201151403873,0,0,-1
0.5672718425391935,0.9256930792222643,0,0,-1
0.48015180551083436,0.8607757795484849,0,0,-1
0.5836876912377762,0.40199110039956454,0,0,-1
0.14685980944116983,0.5086805075154017,0,0,-1
0.9289528457480273,0.12623813360101488,0,0,-1
0.03539071300140151,0.5675205430107986,0,0,-1
0.9065892344212332,0.31395924230958816,0,0,-1
0.7031203253996293,0.7521083288862478,0,0,-1
0.16921431553585642,0.13513219680653799,0,0,-1
0.6110882038204355,0.6508716503634914,0,0,-1
0.3138928583700017,0.17615864974128626,0,0,-1
0.15673767332721056,0.3208551060686854,0,0,-1
0.5126334871396627,0.6004298284364303,0,0,-1
0.23306384808237904,0.7906079009402472,0,0,-1
0.3227078216469135,0.16115951135354822,0,0,-1
0.2704173355495386,0.9304615220098715,0,0,-1
0.9040510593843761,0.9531430461757754,0,0,-1
0.3541544672744201,0.7359306629481728,0,0,-1
0.5477491857270623,0.7238349829085557,0,0,-1
0.9732331119174477,0.5641284245832305,0,0,-1
0.6305147975517372,0.8435027728496153,0,0,-1
0.39854993097315283,0.5678871083402077,0,0,-1
0.6957650362674643,0.9401273819169041,0,0,-1
0.7629301356625603,0.5230682917815623,0,0,-1
0.023207670049813167,0.1531379028027926,0,0,-1
0.4968622438374224,0.4319008354672099,0,0,-1
0.04548124053786162,0.007160163115880636,0,0,-1
0.7963306195566783,0.07627935082213144,0,0,-1
0.1938651349885625,0.012221130373329172,0,0,-1
0.9648735348611628,0.86660890280284,0,0,-1
0.5231838162564786,0.9521289393239686,0,0,-1
0.09656897026331523,0.8172743635589027,0,0,-1
0.010686402488448878,0.6425572024663536,0,0,-1
0.6506221305164843,0.844036516662858,0,0,-1
0.6460416411680614,0.9362281304255242,0,0,-1
0.9274957426644584,0.4820054791361448,0,0,-1
0.8715762129473503,0.018057630052392467,0,0,-1
0.09967247801932999,0.3655319375412919,0,0,-1
0.47206318491180244,0.2072328444680831,0,0,-1
0.8898406559874664,0.49037722373051795,0,0,-1
0.17110831109772118,0.34441839645186645,0,0,-1
0.003583733148453283,0.891796150863463,0,0,-1
0.04657899815818788,0.7568520138204663,0,0,-1
0.44596825813794905,0.06089951545238714,0,0,-1
0.023074294567922204,0.022324061179186394,0,0,-1
0.07408322303086723,0.6193314974738233,0,0,-1
0.9828405295396696,0.6200338067498592,0,0,-1
0.2853596893783137,0.7327925869582239,0,0,-1
0.6196641673311651,0.05141809017545973,0,0,-1
0.38491263406755505,0.25912409166990236,0,0,-1
0.07854639520159534,0.09759852047020823,0,0,-1
0.09807969018451845,0.8518204123698877,0,0,-1
0.7345785771724143,0.9044508051238065,0,0,-1
0.77953180299635,0.8163420189020751,0,0,-1
0.41045009002681376,0.10574741756223338,0,0,-1
0.36082892480722994,0.4623836324486016,0,0,-1
0.666607234789279,0.5050795201803795,0,0,-1
0.3582375873693088,0.08151134294739104,0,0,-1
0.23161385762063547,0.905059820048267,0,0,-1
0.2720874796042769,0.6715466459463719,0,0,-1
0.9488932255268616,0.26845519311042865,0,0,-1
0.7315322568741612,0.022936483765270577,0,0,-1
0.6441167978425268,0.5963084132906803,0,0,-1
